Issue Key,Summary,Reporter,Assignee,Status,Created,Updated,Fixed By,Description,Issue Type
FE-20430,[Android]Bigbasket logo and Slotted time  shows for order placed with pharma skus,Arshia,Arshia,Accepted,2025-04-09T16:49:24.560+0530,2025-04-14T11:15:35.593+0530,CodeMonks,"Steps:  * place a order with  pharma  sku : order id: 1614718047 * go to orderlistiing  page * Verify the detaiils  Actual  result: Displaying bigbasket logo  Estimated arrival shows in slotted timing  !Screenshot_2025-04-09-16-40-50-15_4ae33b47996b1b2491c544fc93cb3250-20250409-111855.jpg|width=540,height=1206,alt=""""Screenshot_2025-04-09-16-40-50-15_4ae33b47996b1b2491c544fc93cb3250-20250409-111855.jpg""""!",Transient Bug
FE-20429,Checkout CTA and free delivery progress bar is coming  on Prescription upload screen,Sandhya G B,Sandhya G B,Accepted,2025-04-09T16:42:56.879+0530,2025-04-14T10:24:35.427+0530,Avengers,Checkout CTA and free delivery progress bar is coming  on Prescription upload screen,Transient Bug
FE-20428,All assets not shown on the Paan Corner Dynamnic Page on PWA,Manav Hiren Sheth,Manav Hiren Sheth,Deployed to Prod,2025-04-09T16:39:23.238+0530,2025-04-17T11:22:27.212+0530,Avengers,"The assets on the dynamic page of paan corner are getting randomized after refreshing the page. The order should match that as shown in the ios app  Order - Injurious to health banner, Explore ATC, Shop by Category, Betel Leaf Delights ATC, Sexual Wellness ATC, Teeth Whitening ATC, View All  The PWA page seems to only have some of these at any point of time  !pann_corner_dy.mp4|width=50%,alt=""""pann_corner_dy.mp4""""!  Please let me know if any additional information is required",Bug
FE-20425,Same PD item is coming as it’s similar item,Suman Umesha,Suman Umesha,Open in Engineering,2025-04-09T16:28:05.250+0530,2025-04-23T11:49:28.954+0530,Supernovas,[^ScreenRecording_03-29-2025 15-59-30_1.MP4],Bug
FE-20424,High affinity widget is not displaying the city level SKUs which are configured for a city,Girija N,Girija N,Accepted,2025-04-09T16:20:11.989+0530,2025-04-11T10:42:34.920+0530,Supernovas,High affinity widget is not displaying the city level SKUs which are configured for a city,Transient Bug
FE-20422,[pwa] click event api status getting as 302 instead of 204,Chandrika Kulkarni,Chandrika Kulkarni,Accepted,2025-04-09T16:11:44.055+0530,2025-04-11T10:13:15.114+0530,Spartans,"click event status should be 204 but am getting 302.   !Screenshot from 2025-04-09 16-09-18.png|width=1302,height=699,alt=""""Screenshot from 2025-04-09 16-09-18.png""""!",Transient Bug
FE-20421,[Android]Skus are ot showing up on searching 1mg,Arshia,Arshia,Accepted,2025-04-09T16:10:30.470+0530,2025-04-10T13:10:24.971+0530,Avengers,* Searching for 1mg in android * unable to see ay skus * Same worrks in iOS,Transient Bug
FE-20420,"[iOS]- App is getting freezed when user click  back button from Prescription page, tapping on resume upload from bottom sheet",Sandhya G B,Sandhya G B,Accepted,2025-04-09T16:07:33.078+0530,2025-04-14T11:20:11.963+0530,Avengers,"*Steps to Reproduce:*  # Log in to the BB app on an iOS device. # Add a prescription item to the cart. # Click on *Proceed* to reach the Prescription Upload page. # Tap the *device back button* to go back. # When the bottom sheet appears, tap on *Resume Upload*.  *Actual Result:* The app becomes unresponsive (freezes) after tapping *Resume Upload* from the bottom sheet.  *Expected Result:* The app should smoothly navigate back to the Prescription Upload page without freezing.  Video link: [https://drive.google.com/drive/u/0/folders/1iKPWQ2Rqxhs6uS25MnHq3gJCTYp5gQVu|https://drive.google.com/drive/u/0/folders/1iKPWQ2Rqxhs6uS25MnHq3gJCTYp5gQVu|smart-link]",Transient Bug
FE-20419,[Prod-issue][Android]- the user is redirected to the Product Listing page instead of the Basket when clicking Proceed while the page is still loading. on pressing the device back button,Sandhya G B,Khushal Dugar,Ready for testing,2025-04-09T16:00:10.399+0530,2025-04-16T14:18:50.823+0530,Avengers,"*Steps to Reproduce:*  # Log in to the BB app. # Add a product to the cart. # Navigate to the Basket page. # While the Basket page is still loading, quickly click on the *Proceed* button. # Observe the navigation flow. # Press the *device back button*.  *Actual Result:*  * User is taken back to the Product Listing (PL) page instead of the expected navigation to the Basket. * Device back button behavior is inconsistent and may lead to unexpected screens.  *Expected Result:*  * Device back button should return the user to the correct previous screen based on the flow.",Transient Bug
FE-20827,Spotlight-V2 Organic:- TargetLinks other than ProductList are not coming in TargetLinks suggestion,Ankita,Karmanya Sharma,Ready for testing,2025-04-21T14:40:40.858+0530,2025-04-21T18:55:38.066+0530,Spartans,"Spotlight-V2 Organic:- TargetLinks other than ProductList are not coming in TargetLinks suggestion in UI   !Screenshot from 2025-04-21 14-40-20.png|width=1366,height=768,alt=""""Screenshot from 2025-04-21 14-40-20.png""""!",Transient Bug
FE-20823,V2 API is not giving response,Kirushma,Kirushma,Accepted,2025-04-21T13:47:28.162+0530,2025-04-21T16:32:58.554+0530,CodeMonks,"v2 listing api is not giving response. throwing {{""""Oops! Something went wrong. Please try again""""}} error",Transient Bug
FE-20821,Screen freezes when Rating feedback popup is shown  in homepage,Arshia,Sandhya G B,Deployed to Prod,2025-04-21T12:45:38.789+0530,2025-04-23T12:54:41.016+0530,Avengers,"Steps:  * Place an order * Wait  until the order gets delivered * close and relaunch app for the pop up to be visible on homepage  Actual result:App freezes when  the pop up shows up on screen  PFA:  !d838235a-55d3-40d1-932b-f8f3a72e673f 2-20250417-053606.JPG|width=270,height=600,alt=""""d838235a-55d3-40d1-932b-f8f3a72e673f 2-20250417-053606.JPG""""!",Bug
FE-20819,not getting the header image in the app. ,Ambika 1,Ambika 1,Accepted,2025-04-21T12:24:28.407+0530,2025-04-22T19:23:09.299+0530,Avengers,created a campaign with header image  in app. the header image is not showing.  camapaing id : [750000|https://qas31.bigbasket.com/javelin/campaign/750000/campaign/]  in the widget api resonse we are getting the camapign,Transient Bug
FE-20814,quick filter appears after applying BBY filter,Kirushma,Kirushma,Accepted,2025-04-21T11:41:31.003+0530,2025-04-21T16:32:52.799+0530,CodeMonks,"for listing API when it searches for products with L1 slug, pc type, and BBY filter  navigation filter and quick filter are sent in response",Transient Bug
FE-20808,CLONE - basket qc event being fired mainly for the control group (bucket IDs other than the ones mentioned above).,Poornima V,Suman Umesha,Open in Engineering,2025-04-21T11:16:21.805+0530,2025-04-22T15:50:16.266+0530,Avengers,I am seeing basket qc event being fired mainly for the control group (bucket IDs other than 40-49 & 60-79).  MTI3NDMzMTQ5NjA= MTI3MjQzNzUyMjQ= MTEzNDA4MDkxMjc= MTI1NjQ3NTY1ODg= Mzk4ODYyODI3NTMyMzIxNTE4 NjgwNjU4NzUzNDEyMDAxNTE4 NTQyNzcwNjcxOA== MTY2NzgwNjc3Nw== NzM2ODIxNjQ4NA== MTE0NDU4OTY5NTM= NjU3MjY4MTcxNjI4ODEyNzgy NDk3OTA4MTk3NjQyNjU4Mjg2 MzUyODEyMzYxMzc3ODM3MDM4 Mzk2NDgwNDM0NTQwNzk3OTM0 Mzk3OTgxNDcwNjk2MDIxMjMw NzA2NDA0ODc3OQ== MzM1NDY5MDMwNTg5OTgwMTQy Njg2OTE1MTIyNQ== MTA5ODg5MTMwMzE= NTkwNTUxODk4NDkzMTI4Njg2 MTI0ODI4Mzk1MDM= NDY3NTg4ODEyMzMyNTAxOTk4 NDMzODE2MzA5Nzk1MjEyMjcw MTA4MTQyNDcyMTU= MTA5MzAxMzAyMDA= MTA3NjM5NDI2OTM= Mzg4MDIzOTQ5MDQyODc0ODYy MTI1NDA2MTU1OTk= Njc1NjU4NzU0NzM1ODYwOTc0 ODUwMzM4MTk5MQ== NDExNzg1MTU0NDM4MzM5ODIy NjU2OTIwNDY2NTMyNTkyNjIy NjgwNjczOTM5ODc5NDg5MjYy ODIwMjE4MTQwOQ== MzcwNDk3NjQ2NjU1NTQwMjA2 NDEzNjA4NTIzNA== MTEyNjUyNTkwNTI= NTQyMzYxNDYyMA== MTI1NTgxNzAzODQ= MzQxNjgzMzU2MTU0NjA3ODU0 MTEzNDA0MDE3Nzc= NTI5ODQzNDUyOQ== NTUzNzIxMDc1MA== NTI4NjE2NDI0MDY4OTkxMjE0 MzI5OTQ0NTg2OQ== MzI2ODgxMjEwMjYwNjIwMjcw NDczMDc0NzM3NA== MTExNDQ4NDc4ODg= MTA4MzY3MTIzNTM= NjgwNTgxNDcyMzY0NTU2NTI2 NjgwMTEyMzgzODc4ODE3MDA2 MzcwNzM0NjI4MTIyMzQzNjYy,Transient Bug
FE-20807,CLONE - Getting a white patch on splash screen,Poornima V,Bhagyashree I Shivapur,Ready for testing,2025-04-21T11:16:19.759+0530,2025-04-24T10:18:30.876+0530,Avengers,Getting a white patch on splash screen.   device deatails: 1 plus 6 T,Transient Bug
FE-20776,Logo and header images are not loading in staging (uploaded images are not loading in browser as well),Nageswara Bandi,Nageswara Bandi,Accepted,2025-04-18T20:30:56.065+0530,2025-04-21T18:12:37.026+0530,Spartans,Logo and header images are not loading in staging (uploaded images are not loading in browser as well) [https://www.bbassets.com/media/assets/os/creative-1744795821717-HeaderIMage_228_128.jpeg|https://www.bbassets.com/media/assets/os/creative-1744795821717-HeaderIMage_228_128.jpeg]  [https://www.bbassets.com/media/assets/os/creative-1744969743543-kelloggs_logotyp.us.jpg|https://www.bbassets.com/media/assets/os/creative-1744969743543-kelloggs_logotyp.us.jpg],Transient Bug
FE-20771,Getting widget data when there is mismatch in sec_type and ad_unit,Ankita,Ankita,Ready for testing,2025-04-17T18:36:36.266+0530,2025-04-21T18:09:39.068+0530,Spartans,Getting widget data when there is mismatch in sec_type and ad_unit NOTE: it is not working when sending pc-spotlight in sec_type and ad_unit: {{v1_hp_top_spotlight-v2_1360x1700}},Transient Bug
FE-20770,We are not getting products in page 2 when user has more than 21 products in sb_short list,Anita Mugali,Anita Mugali,Accepted,2025-04-17T18:33:55.249+0530,2025-04-21T12:33:34.901+0530,Titans,All products are coming on page 1  and not coming in page two when member  has more more than 21 widget,Transient Bug
FE-20767,[Prod issue] Keypad is not getting closed when we shift to basket,Sandhya G B,Khushal Dugar,Ready for testing,2025-04-17T17:09:24.815+0530,2025-04-21T11:15:41.400+0530,Avengers,Keypad is not getting closed when we shift to basket,Transient Bug
FE-20764,"Getting data in the widget API for an invalid store ID, despite not retrieving any data from Osmos for that store ID. Could you please confirm it is being cached somewhere?",Ankita,Ankita,Accepted,2025-04-17T16:48:45.809+0530,2025-04-21T15:30:23.529+0530,Spartans,"Getting data in the widget API for an invalid store ID, despite not retrieving any data from Osmos for that store ID. Could you please confirm it is being cached somewhere?",Transient Bug
FE-20760,basket qc event being fired mainly for the control group (bucket IDs other than the ones mentioned above).,Poornima V,Poornima V,Ready for testing,2025-04-17T16:42:51.533+0530,2025-04-21T18:10:32.125+0530,Avengers,I am seeing basket qc event being fired mainly for the control group (bucket IDs other than 40-49 & 60-79).  MTI3NDMzMTQ5NjA= MTI3MjQzNzUyMjQ= MTEzNDA4MDkxMjc= MTI1NjQ3NTY1ODg= Mzk4ODYyODI3NTMyMzIxNTE4 NjgwNjU4NzUzNDEyMDAxNTE4 NTQyNzcwNjcxOA== MTY2NzgwNjc3Nw== NzM2ODIxNjQ4NA== MTE0NDU4OTY5NTM= NjU3MjY4MTcxNjI4ODEyNzgy NDk3OTA4MTk3NjQyNjU4Mjg2 MzUyODEyMzYxMzc3ODM3MDM4 Mzk2NDgwNDM0NTQwNzk3OTM0 Mzk3OTgxNDcwNjk2MDIxMjMw NzA2NDA0ODc3OQ== MzM1NDY5MDMwNTg5OTgwMTQy Njg2OTE1MTIyNQ== MTA5ODg5MTMwMzE= NTkwNTUxODk4NDkzMTI4Njg2 MTI0ODI4Mzk1MDM= NDY3NTg4ODEyMzMyNTAxOTk4 NDMzODE2MzA5Nzk1MjEyMjcw MTA4MTQyNDcyMTU= MTA5MzAxMzAyMDA= MTA3NjM5NDI2OTM= Mzg4MDIzOTQ5MDQyODc0ODYy MTI1NDA2MTU1OTk= Njc1NjU4NzU0NzM1ODYwOTc0 ODUwMzM4MTk5MQ== NDExNzg1MTU0NDM4MzM5ODIy NjU2OTIwNDY2NTMyNTkyNjIy NjgwNjczOTM5ODc5NDg5MjYy ODIwMjE4MTQwOQ== MzcwNDk3NjQ2NjU1NTQwMjA2 NDEzNjA4NTIzNA== MTEyNjUyNTkwNTI= NTQyMzYxNDYyMA== MTI1NTgxNzAzODQ= MzQxNjgzMzU2MTU0NjA3ODU0 MTEzNDA0MDE3Nzc= NTI5ODQzNDUyOQ== NTUzNzIxMDc1MA== NTI4NjE2NDI0MDY4OTkxMjE0 MzI5OTQ0NTg2OQ== MzI2ODgxMjEwMjYwNjIwMjcw NDczMDc0NzM3NA== MTExNDQ4NDc4ODg= MTA4MzY3MTIzNTM= NjgwNTgxNDcyMzY0NTU2NTI2 NjgwMTEyMzgzODc4ODE3MDA2 MzcwNzM0NjI4MTIyMzQzNjYy,Transient Bug
FE-20759,Seeing inconsistency while passing multiple sections with different ad-unit,Ankita,Ankita,Accepted,2025-04-17T16:02:41.724+0530,2025-04-21T15:29:53.055+0530,Spartans,Seeing inconsistency while passing multiple sections with different ad-unit,Transient Bug
FE-20757,Visitor Flow shouldn't call this api - /jcart-svc/v1/shopping_list_item,Razat Ranjan,Rehan Ansari,Open in Engineering,2025-04-17T15:29:36.566+0530,2025-04-17T21:53:08.385+0530,UptimeSquad,"Visitor flow shouldn’t call this api  -  /jcart-svc/v1/shopping_list_item This api is designed to be called from a member .  We are seeing frequent request from tataneu-b2c getting 401 because of errors -    """"errors"""": [     {       """"code"""": 401,       """"code_str"""": """"CART401"""",       """"msg"""": """"Not a Member"""",       """"display_msg"""": """"Oops! Something went wrong. Please try again""""     }   ]  Instances -  1. [https://app.groundcover.com/traces?start=2025-04-16T04%3A00%3A25.000Z&end=2025-04-16T04%3A35%3A25.000Z&duration=&tenantUUID=05d3148d-c82e-4956-9daa-6037066b88e9&src_cluster=&src_env=&backendId=ap-south-1&spansSortBy=time&spansOrder=desc&selectedSpanId=65f4de380e22ff3a&selectedSpanStartTime=2025-04-16T04%3A25%3A28.460168868Z&selectedSpanSource=eBPF&selectedSpanRootTraceId=c29ab2566154efabe887a67c1cf74daa&view=span&filter_g_cluster=%3A%22prod-eks-msvcs-2%22&filter_g_eventType=%3A%22HTTP%22&filter_g_resource=%3A%22%22%2Fjcart-svc%2Fv1%2Fshopping_list_item%22%22&filter_g_server=%3A%22jcart%22&filter_g_server_namespace=%3A%22cart%22&filter_g_subType=%3A%22POST%22&filter_g_statusCode=%3A%22401%22|https://app.groundcover.com/traces?start=2025-04-16T04%3A00%3A25.000Z&end=2025-04-16T04%3A35%3A25.000Z&duration=&tenantUUID=05d3148d-c82e-4956-9daa-6037066b88e9&src_cluster=&src_env=&backendId=ap-south-1&spansSortBy=time&spansOrder=desc&selectedSpanId=65f4de380e22ff3a&selectedSpanStartTime=2025-04-16T04%3A25%3A28.460168868Z&selectedSpanSource=eBPF&selectedSpanRootTraceId=c29ab2566154efabe887a67c1cf74daa&view=span&filter_g_cluster=%3A%22prod-eks-msvcs-2%22&filter_g_eventType=%3A%22HTTP%22&filter_g_resource=%3A%22%22%2Fjcart-svc%2Fv1%2Fshopping_list_item%22%22&filter_g_server=%3A%22jcart%22&filter_g_server_namespace=%3A%22cart%22&filter_g_subType=%3A%22POST%22&filter_g_statusCode=%3A%22401%22|smart-link]   # [https://app.groundcover.com/traces?start=2025-04-09T19%3A00%3A25.000Z&end=2025-04-09T19%3A40%3A25.000Z&duration=&tenantUUID=05d3148d-c82e-4956-9daa-6037066b88e9&src_cluster=&src_env=&backendId=ap-south-1&spansSortBy=time&spansOrder=desc&selectedSpanId=44eb24ee5d3822f7&selectedSpanStartTime=2025-04-09T19%3A35%3A08.235271Z&selectedSpanSource=opentelemetry&selectedSpanRootTraceId=7f0060c10f3f246c79716ed9b2304542&view=span&filter_g_cluster=%3A%22prod-eks-msvcs-2%22&filter_g_eventType=%3A%22HTTP%22&filter_g_resource=%3A%22%22%2Fjcart-svc%2Fv1%2Fshopping_list_item%22%22&filter_g_server=%3A%22jcart%22&filter_g_server_namespace=%3A%22cart%22&filter_g_subType=%3A%22POST%22&filter_g_statusCode=%3A%22401%22|https://app.groundcover.com/traces?start=2025-04-09T19%3A00%3A25.000Z&end=2025-04-09T19%3A40%3A25.000Z&duration=&tenantUUID=05d3148d-c82e-4956-9daa-6037066b88e9&src_cluster=&src_env=&backendId=ap-south-1&spansSortBy=time&spansOrder=desc&selectedSpanId=44eb24ee5d3822f7&selectedSpanStartTime=2025-04-09T19%3A35%3A08.235271Z&selectedSpanSource=opentelemetry&selectedSpanRootTraceId=7f0060c10f3f246c79716ed9b2304542&view=span&filter_g_cluster=%3A%22prod-eks-msvcs-2%22&filter_g_eventType=%3A%22HTTP%22&filter_g_resource=%3A%22%22%2Fjcart-svc%2Fv1%2Fshopping_list_item%22%22&filter_g_server=%3A%22jcart%22&filter_g_server_namespace=%3A%22cart%22&filter_g_subType=%3A%22POST%22&filter_g_statusCode=%3A%22401%22|smart-link]",Bug
FE-20756,When CX cancel the order the cancellation message is not showing in the Track order page,Shashikiran Shetty,Shashikiran Shetty,Accepted,2025-04-17T15:28:45.847+0530,2025-04-21T11:13:37.057+0530,Django UnChainers,When CX cancel the order the cancellation message is not showing in the Track order page,Transient Bug
FE-20755,not getting  header media details in Es-doc,Ambika 1,Karmanya Sharma,Accepted,2025-04-17T14:23:24.264+0530,2025-04-21T12:39:53.474+0530,Spartans,"created NPC , Discovery widget it is active.  assets id : {{10703}}  getting header media : null  in es-doc and render call  {code:json}""""languages"""": {                 """"en"""": {                     """"title"""": """"Offer"""",                     """"description"""": """"Offers"""",                     """"header_media"""": null,                     """"grid"""": [                         {                             """"id"""": 10645,{code}",Transient Bug
FE-20754,Media Size is getting undefined x undefined px for header image ,Ambika 1,Karmanya Sharma,Accepted,2025-04-17T13:57:18.940+0530,2025-04-21T12:39:37.327+0530,Spartans,"showing Media Size is getting undefined x undefined px for header image  in NPC, Discovery,PL and Custome grid widget   !Screenshot from 2025-04-17 13-56-52-20250417-082652.png|width=642,height=596,alt=""""Screenshot from 2025-04-17 13-56-52-20250417-082652.png""""!",Transient Bug
FE-20746,Javelin returning error as part of Basket detail flow,Ayaz Pasha,Ayaz Pasha,Accepted,2025-04-17T13:35:56.529+0530,2025-04-21T11:13:14.202+0530,Supernovas,Javelin returning error as part of Basket detail flow.  cc: [~accountid:6188fc995fe6c70069b75105] [~accountid:62381571761efb0069cc1d8c],Transient Bug
FE-20736,Android : Previous users data shows up when trying to sign up,Arshia,Arshia,Deployed to Prod,2025-04-17T10:43:13.383+0530,2025-04-23T11:32:20.391+0530,Avengers,Steps:  * Logout from the app * Signup with new user * Almost there screen shows up the previous  users data  Actual result:First name and last name shows up previous users data,Bug
